class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21
light on,0.7633342742919922,0.7313809990882874,3.5622818472802464e-07,0.0,0.7235780358314514,0.6947709321975708,-0.04860437661409378,0.0,0.7092704176902771,0.618155837059021,-0.05980810150504112,0.0,0.7596786618232727,0.551971435546875,-0.06264449656009674,0.0,0.8034095764160156,0.5083657503128052,-0.06269185245037079,0.0,0.6845487356185913,0.48413902521133423,-0.02424716204404831,0.0,0.654390811920166,0.3898758590221405,-0.03591646999120712,0.0,0.6398967504501343,0.3305601477622986,-0.048176590353250504,0.0,0.6292024850845337,0.28049540519714355,-0.05846268683671951,0.0,0.7288148999214172,0.4656400978565216,-0.016568323597311974,0.0,0.7146262526512146,0.3578599691390991,-0.020040171220898628,0.0,0.7090476155281067,0.29429298639297485,-0.03040269762277603,0.0,0.7013807892799377,0.24219408631324768,-0.03990815579891205,0.0,0.7665975689888,0.47765016555786133,-0.016281258314847946,0.0,0.7718687653541565,0.38512754440307617,-0.03347858414053917,0.0,0.7718823552131653,0.3256007730960846,-0.058059509843587875,0.0,0.7641521096229553,0.2690151333808899,-0.07629700005054474,0.0,0.8051431775093079,0.515002965927124,-0.020363699644804,0.0,0.8174256086349487,0.45642566680908203,-0.04143724963068962,0.0,0.8131639361381531,0.4814927577972412,-0.050119198858737946,0.0,0.8007795214653015,0.5178077816963196,-0.056382231414318085,0.0
light on,0.7548549175262451,0.7275651097297668,3.7247352224767383e-07,0.0,0.7162527441978455,0.6908251047134399,-0.047821223735809326,0.0,0.7030101418495178,0.6129067540168762,-0.05949382856488228,0.0,0.7515766620635986,0.5461602210998535,-0.06307271867990494,0.0,0.7938887476921082,0.5027471780776978,-0.06426532566547394,0.0,0.6769871115684509,0.483872652053833,-0.025059586390852928,0.0,0.6489413380622864,0.38977402448654175,-0.03687150776386261,0.0,0.6355606913566589,0.32999011874198914,-0.04866287112236023,0.0,0.6250330209732056,0.27980682253837585,-0.05878913030028343,0.0,0.7212759256362915,0.46508678793907166,-0.01805458590388298,0.0,0.7094542980194092,0.3577215075492859,-0.021855013445019722,0.0,0.7048811316490173,0.29499006271362305,-0.03169666975736618,0.0,0.6973430514335632,0.24274545907974243,-0.0407814159989357,0.0,0.7594842314720154,0.4762815833091736,-0.018252858892083168,0.0,0.7650659084320068,0.38552698493003845,-0.03561846911907196,0.0,0.7645689845085144,0.32629355788230896,-0.05954429507255554,0.0,0.7570050954818726,0.2692062258720398,-0.07764115929603577,0.0,0.797720730304718,0.512785792350769,-0.02277429774403572,0.0,0.8092252612113953,0.45851823687553406,-0.04515055939555168,0.0,0.8038061261177063,0.4861200451850891,-0.05420684069395065,0.0,0.7914450764656067,0.522252082824707,-0.06069406494498253,0.0
light on,0.746755838394165,0.7259931564331055,3.5527907016330573e-07,0.0,0.7088208198547363,0.6876484155654907,-0.04611508548259735,0.0,0.6967247724533081,0.6114396452903748,-0.05810634791851044,0.0,0.745676577091217,0.5481608510017395,-0.06263094395399094,0.0,0.7881588935852051,0.506865382194519,-0.06501080840826035,0.0,0.6746965050697327,0.4829661548137665,-0.024816665798425674,0.0,0.6470391750335693,0.39026015996932983,-0.037201836705207825,0.0,0.6337063312530518,0.3318222165107727,-0.04957404360175133,0.0,0.623492419719696,0.282407283782959,-0.060079123824834824,0.0,0.7184528708457947,0.46561628580093384,-0.01879589818418026,0.0,0.7071444392204285,0.360373854637146,-0.022978276014328003,0.0,0.7035742998123169,0.2986598014831543,-0.033422112464904785,0.0,0.6976594924926758,0.2472437024116516,-0.043255895376205444,0.0,0.7553983926773071,0.4783289134502411,-0.019726989790797234,0.0,0.7640603184700012,0.3887939453125,-0.03690406680107117,0.0,0.7649319171905518,0.33108311891555786,-0.060382112860679626,0.0,0.7588085532188416,0.27603745460510254,-0.07838426530361176,0.0,0.7918437719345093,0.5155292749404907,-0.024841545149683952,0.0,0.8041362762451172,0.46161264181137085,-0.046679362654685974,0.0,0.797920286655426,0.4873802065849304,-0.055461566895246506,0.0,0.7844520807266235,0.5219604969024658,-0.061971306800842285,0.0
light on,0.7442622780799866,0.7261511087417603,3.5656358932101284e-07,0.0,0.7059549689292908,0.6867402195930481,-0.04863636940717697,0.0,0.6951164603233337,0.6100186705589294,-0.05951220542192459,0.0,0.7467191219329834,0.5498303771018982,-0.06192823499441147,0.0,0.7898749113082886,0.5105020999908447,-0.06177651137113571,0.0,0.6733561754226685,0.48354265093803406,-0.0240751001983881,0.0,0.6457822918891907,0.3912319242954254,-0.035889822989702225,0.0,0.6326369047164917,0.3327407240867615,-0.04815693944692612,0.0,0.6231961250305176,0.2832154631614685,-0.05833715945482254,0.0,0.7171611189842224,0.4678841233253479,-0.016117628663778305,0.0,0.7056412100791931,0.36257487535476685,-0.019484931603074074,0.0,0.7014811038970947,0.30033814907073975,-0.02990102767944336,0.0,0.6953235864639282,0.24867641925811768,-0.03954543545842171,0.0,0.7533997893333435,0.481459379196167,-0.015613970346748829,0.0,0.761753261089325,0.3918151259422302,-0.033143386244773865,0.0,0.7626250386238098,0.334035187959671,-0.05834545940160751,0.0,0.756051778793335,0.2781788110733032,-0.07699815183877945,0.0,0.7896721959114075,0.5188698172569275,-0.019380493089556694,0.0,0.8020347356796265,0.46421071887016296,-0.04083280637860298,0.0,0.7962588667869568,0.4892342984676361,-0.050117917358875275,0.0,0.7828296422958374,0.5236532688140869,-0.05692568048834801,0.0
light on,0.7467456459999084,0.7224947810173035,3.602811489145097e-07,0.0,0.7093824744224548,0.6822925209999084,-0.04741913452744484,0.0,0.6975986957550049,0.608299195766449,-0.0580340139567852,0.0,0.748906135559082,0.5480482578277588,-0.060389455407857895,0.0,0.7937648892402649,0.5100805759429932,-0.05986213684082031,0.0,0.6782835721969604,0.4772462546825409,-0.02160213142633438,0.0,0.6527647376060486,0.38699090480804443,-0.03307974338531494,0.0,0.6398411989212036,0.32892751693725586,-0.04521859064698219,0.0,0.630998432636261,0.2787218689918518,-0.05531303212046623,0.0,0.721823513507843,0.4619312286376953,-0.014054657891392708,0.0,0.7104004621505737,0.3594250977039337,-0.01776319183409214,0.0,0.706976056098938,0.29827192425727844,-0.027508970350027084,0.0,0.7018793821334839,0.24681568145751953,-0.036266837269067764,0.0,0.7578284740447998,0.47603467106819153,-0.013969488441944122,0.0,0.7634930610656738,0.3867836892604828,-0.031126195564866066,0.0,0.7651121616363525,0.329880952835083,-0.05499553307890892,0.0,0.7589858174324036,0.27366381883621216,-0.07226100564002991,0.0,0.7944049835205078,0.5156607627868652,-0.018146008253097534,0.0,0.8080350160598755,0.4579770565032959,-0.037237655371427536,0.0,0.8032597303390503,0.48258572816848755,-0.044753387570381165,0.0,0.7902681827545166,0.5171001553535461,-0.05042952671647072,0.0
light on,0.7484503388404846,0.7200419902801514,3.635632594978233e-07,0.0,0.7102488875389099,0.6807704567909241,-0.04875544086098671,0.0,0.6990978717803955,0.604866087436676,-0.05929291620850563,0.0,0.7505015134811401,0.5444987416267395,-0.0610232949256897,0.0,0.7942485809326172,0.5053748488426208,-0.05974030867218971,0.0,0.6791675090789795,0.4761120676994324,-0.023516256362199783,0.0,0.6522377729415894,0.38410142064094543,-0.034901682287454605,0.0,0.6395041942596436,0.3259570598602295,-0.04656745865941048,0.0,0.6307528018951416,0.27657121419906616,-0.05615709349513054,0.0,0.7230255007743835,0.46121251583099365,-0.014914683066308498,0.0,0.7123957276344299,0.35684239864349365,-0.01806287281215191,0.0,0.7085273265838623,0.2948944568634033,-0.02759496308863163,0.0,0.7025083303451538,0.24351850152015686,-0.03631461784243584,0.0,0.759087324142456,0.4750334918498993,-0.013876285403966904,0.0,0.7659897208213806,0.38862401247024536,-0.031302228569984436,0.0,0.7667552828788757,0.33038073778152466,-0.056228190660476685,0.0,0.7601175904273987,0.27360886335372925,-0.07426699250936508,0.0,0.7953161001205444,0.5129050612449646,-0.0171070396900177,0.0,0.8079434633255005,0.4586728513240814,-0.03762921690940857,0.0,0.8017852902412415,0.48348426818847656,-0.04641065001487732,0.0,0.7874938249588013,0.5181528329849243,-0.05277520790696144,0.0
light on,0.7495501041412354,0.7212727069854736,3.5869541648025915e-07,0.0,0.7113439440727234,0.6805561184883118,-0.04774872958660126,0.0,0.7005112767219543,0.6039725542068481,-0.0584925152361393,0.0,0.7526483535766602,0.543724775314331,-0.06099837273359299,0.0,0.797668993473053,0.506284236907959,-0.06095423549413681,0.0,0.6800284385681152,0.4761720299720764,-0.022314151749014854,0.0,0.6537917852401733,0.3843359351158142,-0.033456552773714066,0.0,0.6411742568016052,0.3258052468299866,-0.04548763483762741,0.0,0.6327957510948181,0.2762449383735657,-0.05563510209321976,0.0,0.7242985963821411,0.46130648255348206,-0.014318108558654785,0.0,0.7127959132194519,0.35819146037101746,-0.01708849146962166,0.0,0.7089616656303406,0.29627782106399536,-0.027211396023631096,0.0,0.7034128904342651,0.245060533285141,-0.03669273108243942,0.0,0.7609128355979919,0.47568029165267944,-0.013690070249140263,0.0,0.7680887579917908,0.3875728249549866,-0.030136089771986008,0.0,0.7691752314567566,0.3301973342895508,-0.054725032299757004,0.0,0.7626239061355591,0.274783730506897,-0.07302286475896835,0.0,0.7970877289772034,0.513733983039856,-0.01733851432800293,0.0,0.8100042343139648,0.4591692388057709,-0.03790436312556267,0.0,0.805005669593811,0.48202985525131226,-0.047158751636743546,0.0,0.7917575240135193,0.51358962059021,-0.054010555148124695,0.0
light on,0.7602162957191467,0.7234021425247192,3.6228337307875336e-07,0.0,0.7201803922653198,0.6819974780082703,-0.04562421143054962,0.0,0.708397388458252,0.6044292449951172,-0.055711157619953156,0.0,0.7611852884292603,0.5446465015411377,-0.05826249718666077,0.0,0.8060011863708496,0.5072141885757446,-0.05852522701025009,0.0,0.6870957016944885,0.47934144735336304,-0.019560379907488823,0.0,0.662365198135376,0.3869122564792633,-0.030616357922554016,0.0,0.6507410407066345,0.32728826999664307,-0.0426463820040226,0.0,0.6428024172782898,0.27620410919189453,-0.0528656542301178,0.0,0.7319189310073853,0.46342921257019043,-0.012762147933244705,0.0,0.7216078042984009,0.3602147102355957,-0.01626875251531601,0.0,0.7186492681503296,0.29844239354133606,-0.02657856047153473,0.0,0.7138756513595581,0.2464783489704132,-0.03582838177680969,0.0,0.7695910334587097,0.47761476039886475,-0.013089712709188461,0.0,0.7770041227340698,0.38708385825157166,-0.03020394779741764,0.0,0.777711033821106,0.3293842673301697,-0.05360495299100876,0.0,0.7714610695838928,0.272813618183136,-0.07085509598255157,0.0,0.8068394660949707,0.5157724022865295,-0.01747182570397854,0.0,0.8199280500411987,0.4595203995704651,-0.038418643176555634,0.0,0.8133428692817688,0.48328495025634766,-0.04635315760970116,0.0,0.7997778058052063,0.5143021941184998,-0.05203651636838913,0.0
light on,0.7615351676940918,0.7221159934997559,3.6720146567859047e-07,0.0,0.7238867878913879,0.6827778816223145,-0.04677519202232361,0.0,0.7112065553665161,0.6073328852653503,-0.057351451367139816,0.0,0.7620000243186951,0.5463360548019409,-0.05977848172187805,0.0,0.807152509689331,0.5082616806030273,-0.059445399791002274,0.0,0.6930146813392639,0.47635188698768616,-0.02282753400504589,0.0,0.6680287718772888,0.38486185669898987,-0.034791842103004456,0.0,0.6562098860740662,0.32565975189208984,-0.04699881374835968,0.0,0.6483303904533386,0.27472758293151855,-0.05707090348005295,0.0,0.7371950745582581,0.4607658088207245,-0.015499892644584179,0.0,0.726313054561615,0.35782378911972046,-0.019127491861581802,0.0,0.7232658267021179,0.2956455647945404,-0.028586123138666153,0.0,0.7182926535606384,0.24379390478134155,-0.03727154806256294,0.0,0.7737497687339783,0.474725604057312,-0.015476647764444351,0.0,0.7794938087463379,0.3860005736351013,-0.03235701471567154,0.0,0.7807997465133667,0.3287927806377411,-0.05574828013777733,0.0,0.7742094993591309,0.2727643847465515,-0.07286057621240616,0.0,0.8106076717376709,0.5136039853096008,-0.019685838371515274,0.0,0.8250990509986877,0.4575159549713135,-0.039184100925922394,0.0,0.8201209306716919,0.4806627631187439,-0.047071684151887894,0.0,0.8063490986824036,0.5136940479278564,-0.052964452654123306,0.0
light on,0.7645819187164307,0.7206094861030579,3.6578492768057913e-07,0.0,0.725800096988678,0.6820416450500488,-0.050430528819561005,0.0,0.7144501209259033,0.6067222952842712,-0.062099389731884,0.0,0.7667054533958435,0.5450262427330017,-0.06493065506219864,0.0,0.811725378036499,0.5055053234100342,-0.0646686777472496,0.0,0.6958422660827637,0.47487974166870117,-0.024169640615582466,0.0,0.669818103313446,0.3827661871910095,-0.03604316711425781,0.0,0.657417893409729,0.32400238513946533,-0.048341307789087296,0.0,0.6493785977363586,0.27445465326309204,-0.05850913003087044,0.0,0.7403580546379089,0.4599840044975281,-0.0151192806661129,0.0,0.7289006114006042,0.3566034436225891,-0.018270481377840042,0.0,0.7251824736595154,0.29437804222106934,-0.027997935190796852,0.0,0.7195396423339844,0.24323296546936035,-0.03710980713367462,0.0,0.7769840955734253,0.47420117259025574,-0.013897084631025791,0.0,0.7839328050613403,0.3869531750679016,-0.030804438516497612,0.0,0.7852007150650024,0.3294193744659424,-0.055279262363910675,0.0,0.7784065008163452,0.2735454738140106,-0.07335284352302551,0.0,0.8135329484939575,0.5125886797904968,-0.017283368855714798,0.0,0.827433705329895,0.4582398533821106,-0.037844642996788025,0.0,0.8220064640045166,0.4808630049228668,-0.04719811677932739,0.0,0.8075053691864014,0.5131082534790039,-0.05412580072879791,0.0
